yr,resid_curr,resid_regis,pop_mig
2008,Tibet,Xinjiang,714
2009,Tibet,Xinjiang,665
2010,Tibet,Xinjiang,602
2011,Tibet,Xinjiang,479
2012,Tibet,Xinjiang,391
2013,Tibet,Xinjiang,303
2014,Tibet,Xinjiang,220
2004,Xinjiang,Beijing,572
2005,Xinjiang,Beijing,599
2006,Xinjiang,Beijing,776
2007,Xinjiang,Beijing,967
2008,Xinjiang,Beijing,1178
2009,Xinjiang,Beijing,1378
2010,Xinjiang,Beijing,1656
2011,Xinjiang,Beijing,1780
2012,Xinjiang,Beijing,2000
2013,Xinjiang,Beijing,2203
2014,Xinjiang,Beijing,2420
2004,Xinjiang,Tianjin,429
2005,Xinjiang,Tianjin,449
2006,Xinjiang,Tianjin,615
2007,Xinjiang,Tianjin,793
2008,Xinjiang,Tianjin,991
2009,Xinjiang,Tianjin,1181
2010,Xinjiang,Tianjin,1439
2011,Xinjiang,Tianjin,1623
2012,Xinjiang,Tianjin,1893
2013,Xinjiang,Tianjin,2149
2014,Xinjiang,Tianjin,2420
2004,Xinjiang,Hebei,11575
2005,Xinjiang,Hebei,12121
2006,Xinjiang,Hebei,13588
2007,Xinjiang,Hebei,15142
2008,Xinjiang,Hebei,16875
2009,Xinjiang,Hebei,18365
2010,Xinjiang,Hebei,20761
2011,Xinjiang,Hebei,22722
2012,Xinjiang,Hebei,25908
2013,Xinjiang,Hebei,28885
2014,Xinjiang,Hebei,32051
2004,Xinjiang,Shanxi,4859
2005,Xinjiang,Shanxi,5088
2006,Xinjiang,Shanxi,6094
2007,Xinjiang,Shanxi,7172
2008,Xinjiang,Shanxi,8367
2009,Xinjiang,Shanxi,9467
2010,Xinjiang,Shanxi,11068
2011,Xinjiang,Shanxi,12590
2012,Xinjiang,Shanxi,14783
2013,Xinjiang,Shanxi,16868
2014,Xinjiang,Shanxi,19069
2004,Xinjiang,Neimenggu,3716
2005,Xinjiang,Neimenggu,3891
2006,Xinjiang,Neimenggu,3954
2007,Xinjiang,Neimenggu,4008
2008,Xinjiang,Neimenggu,4077
2009,Xinjiang,Neimenggu,4059
2010,Xinjiang,Neimenggu,4207
2011,Xinjiang,Neimenggu,4489
2012,Xinjiang,Neimenggu,5014
2013,Xinjiang,Neimenggu,5497
2014,Xinjiang,Neimenggu,6014
2004,Xinjiang,Liaoning,2715
2005,Xinjiang,Liaoning,2843
2006,Xinjiang,Liaoning,3350
2007,Xinjiang,Liaoning,3892
2008,Xinjiang,Liaoning,4494
2009,Xinjiang,Liaoning,5042
2010,Xinjiang,Liaoning,5852
2011,Xinjiang,Liaoning,6120
2012,Xinjiang,Liaoning,6721
2013,Xinjiang,Liaoning,7263
2014,Xinjiang,Liaoning,7848
2004,Xinjiang,Jilin,2286
2005,Xinjiang,Jilin,2394
2006,Xinjiang,Jilin,2741
2007,Xinjiang,Jilin,3110
2008,Xinjiang,Jilin,3521
2009,Xinjiang,Jilin,3885
2010,Xinjiang,Jilin,4445
